,commit_id,tcmt,bugcount,fixcount,author_date,la,ld,ent,churn,nf,nd,ns,nuc,ndev,age,aexp,arexp,asexp
0,999ac07ca396d051983c1991a29cc188476b2d1a,0,0,0,1549458309,5,6,0.0,11,1,1,1,2,2,14365.0,6,6.0,2
1,83c1cb81e8957c21f72f6c2d7671152b32edebac,0,0,0,1549458282,8,9,0.0,17,1,1,1,7,3,26722.0,6,6.0,2
2,0c43649882c831c1ec88f4e33d8a59b1cbf5f2fe,0,0,0,1549467949,17,17,3.6168746059562227,34,14,13,3,267,51,22987.14285714286,1,1.0,14
3,39710d3c748a0d24cda6ea8d94b539d7abeaaf3c,0,0,0,1549614361,355,8,1.7444922317756617,363,7,6,2,140,37,45538.42857142857,133,60.5,121
4,4c1eeca509c080cb1cb860943af021e8c2361986,0,0,0,1549529978,27,5,0.5032583347756457,32,2,1,1,3,2,47886.0,191,54.133333333333326,27
5,7a6337c4e84f479412780ac4b73df28a3082c195,0,0,0,1549540197,20,14,1.0,34,2,1,1,4,4,79064.0,469,190.51666666666665,465
6,6fdbd03674db761f0b686be2ac145bc4022df9a3,0,0,0,1549621781,11,11,0.0,22,1,1,1,21,6,207.0,469,190.51666666666665,150
7,f487d8ca54dc3de030b3332825e3faa028f6e590,0,0,0,1549547231,3,1,0.9182958340544896,4,2,2,1,2,4,84916.0,133,60.5,117
8,2de2a299056d4ce0d296cd2909b636db532034f8,0,0,0,1549464242,39,130,0.8212809417449864,169,2,2,1,40,10,10086.5,469,190.51666666666665,150
9,6f023c8f72bc2c8d2181885ffd1c08edab446758,0,0,0,1550141494,2,1,0.0,3,1,1,1,1,2,14956.0,191,54.133333333333326,42
10,5b49f17236379ba0afdc6a536bc70c7e7fcd14ff,0,0,0,1549462315,89,128,3.069347776599268,217,16,6,1,35,14,50455.125,133,60.5,117
11,5e80638e7f3c7938492ad97538a8e7d26167080f,0,0,0,1549555280,45,83,0.0,128,2,2,2,989,107,6760.0,3,2.5,5
12,6f9bf064d251f25dded1931627d5af3b3eddabd0,0,0,0,1549532481,80,7,1.078796325967615,87,4,2,1,7,3,52749.75,191,54.133333333333326,27
13,95ae323800b49c846658339a1ffcdcd46f03da47,0,0,0,1549794384,0,122,0.0,122,1,1,1,992,107,62099.0,11,6.0,1
14,a5a560297ac28c51af79f6d61c8e0739bd3d7f7c,0,0,0,1549548349,4,2,0.0,6,1,1,1,23,6,84107.0,469,190.51666666666665,150
15,8301ee61347012457a9e25fa9b596bd57938a3c9,0,0,0,1549460709,24,417,0.0,441,2,2,2,1002,107,12350.5,469,190.51666666666665,665
16,45be6711b0b00ec851e32f255f2cbfe421762b05,0,0,0,1549533026,31,11,1.5402513451679312,42,3,2,1,10,5,25025.0,191,54.133333333333326,27
17,73e7bebb04680e965c74a1063aac544fa80f85fe,0,0,0,1549548406,375,194,0.7202940513219163,569,3,1,1,24,6,36289.666666666664,469,190.51666666666665,150
18,a9e5395e5bd4980e1451b84ae7116746b81ff109,0,0,0,1549542910,10,1,0.0,11,1,1,1,15,6,80595.0,133,60.5,117
19,c58ccf664d1cace0cc2d40f4a62fd986bb47f731,0,0,0,1549787706,139,38,0.06155707966316687,177,3,2,1,9,5,37707.0,1,1.0,3
20,f425b3a5fe4858dd145a24edbac30795afbd173b,0,1,0,1549707085,82,114,0.37764632137370036,196,4,2,2,998,108,61339.5,222,125.58333333333333,420
