,commit_id,tcmt,bugcount,fixcount,author_date,la,ld,ent,churn,nf,nd,ns,nuc,ndev,age,aexp,arexp,asexp
0,fb347bd3d16e35c50df5fca14ed3c0611e80985b,0,0,0,1241712212,68,53,1.1827744203828283,121,6,3,2,3,17,65883.66666666667,2862,673.0,54811
1,44a0a3a54df3bf7236806266e9b9be37ce13cbaf,0,0,0,1241833216,12,4,1.040852082972755,16,3,2,1,13,15,15371.333333333334,2862,673.0,46677
2,85c7c39ad1ae6cfba07ecc8d287b6c990ffc1719,0,0,0,1241730591,2,1,0.0,3,1,1,1,10,14,20338.0,2862,673.0,46648
3,69bc7e97c8dfac3dc6bd3cbfd7fcb05de8d0aedc,0,0,0,1242085700,72,34,1.384431504340598,106,3,2,2,15,32,30558.666666666668,2862,673.0,54780
4,0ae07f299eb94da8e01e9e4910eebbe00199e864,0,1,0,1242748270,248,257,1.1641569819553574,505,8,6,2,20,37,73115.75,2862,673.0,49312
5,97c022f5ee5622420e03724efe7bdc312128bc8c,0,0,0,1243369396,18,3,0.0,21,1,1,1,6,22,16326.0,2862,673.0,46764
6,d342288f36c73855db26a7572c54c4ef14210671,0,0,0,1244490300,171,211,0.8390149297740721,382,6,3,1,9,2,47541.0,2862,673.0,46764
7,a432e180776ae4efbdc7e1aba6dec411e6fbf854,0,0,0,1242831519,55,89,1.1172031998901555,144,3,2,1,25,30,838.0,2862,673.0,46764
8,30b1f5f3d32d3c04b921133435b556bfecfc502a,0,0,0,1243894618,46,1,0.15109697051711368,47,2,2,1,10,7,24535.5,2862,673.0,8078
9,56b499044b675c2962f28825fe4eb55cec23db68,0,0,0,1243006639,7,7,1.950212064914747,14,4,1,1,1,1,59507.5,2862,673.0,46764
10,bb0d6dfa20b4fe01af977921693c965de5cd4905,0,0,0,1243447496,225,83,1.8506170576446763,308,9,6,3,21,14,16439.666666666668,2862,673.0,57390
11,edacc67c266fc2bef360356d360f394ea9b46154,0,0,0,1243460464,15,8,0.0,23,1,1,1,25,30,22042.0,2862,673.0,46764
12,4ac9118f7c7b9162b7ab3ca29ef64c1bbde346a0,0,1,0,1243006422,1995,257,2.4459422678031797,2252,17,8,4,48,32,58719.76470588235,2862,673.0,57806
13,c1545f5214644b47efeac2001e3d3542efa9193b,0,0,0,1245254919,9,2,0.9910760598382222,11,2,2,2,3,3,30447.5,2862,673.0,54842
14,a087b97c96bd9911d45d65d476bde41cc629c9b3,0,0,0,1244231549,581,533,0.8315558940233934,1114,4,4,3,12,14,22727.0,2862,673.0,49317
15,24fcbf4a95b3635c48d7a9858dce2494f109fbd3,0,0,0,1245073350,3,16,0.0,19,1,1,1,2,1,59226.0,2862,673.0,46764
16,04dcee09bac42de8f85d28d513776518755e4834,0,1,0,1243545324,84,123,2.289565602159904,207,9,2,1,16,14,41339.666666666664,2862,673.0,46764
17,8f9e6a4516a58a8684886604b5c45c95e50f81ed,0,0,0,1244469592,7,0,0.863120568566631,7,2,1,1,9,37,57605.5,2862,673.0,46764
18,b244a2e64527ea168dc4ac235933c23fb350ec09,0,0,0,1244493451,4,4,1.5,8,3,2,1,21,37,10335.666666666666,2862,673.0,46764
19,16306e02de35a171ec3339957dd9146b229ce864,0,0,0,1244569607,6,8,0.0,14,1,1,1,2,4,5.0,2862,673.0,8078
20,72e6eea9e4ce1fcf30754534216586bcf9e7b041,0,0,0,1244569602,390,892,2.0764160127650415,1282,17,7,3,66,41,46786.76470588235,2862,673.0,56712
21,b3565371962dfcbb0d5c73c473a21c3d73ab4aaf,0,0,0,1245082804,0,977,0.0,977,3,2,2,38,29,72244.66666666667,2862,673.0,48634
22,a116ef72e850b6e6830938003ae34681384a8948,0,0,0,1245325599,9,1,0.0,10,1,1,1,29,30,64797.0,2862,673.0,46764
23,f685f4dec8ff0173394737cb7196b6bd2d111ed5,0,0,0,1244493458,14,0,0.37123232664087563,14,2,1,1,12,37,7.0,2862,673.0,46764
24,f6d0154e235befc1b120c384fcdf82a1acd1bf1d,0,0,0,1244489877,49,971,1.0414145685445892,1020,13,8,3,77,55,65283.769230769234,2862,673.0,51182
25,27d66d8269d5f52dd29b98cac0b41574291f16ad,0,0,0,1245964055,6,17,1.4591479170272446,23,3,1,1,7,15,82200.66666666667,2862,673.0,46764
26,7acfcb0e459603d06d1dff2cd10ec721804b9f4c,0,0,0,1243454373,28,185,1.7717605182867933,213,9,6,2,45,45,40477.444444444445,2862,673.0,48634
27,6a2da229752f6809330fe5344a98d0ba70049aff,0,0,0,1244942074,0,36,0.0,36,1,1,1,27,29,26872.0,2862,673.0,1870
28,cd2139ee7c91b2ed48afc98202d79e864db3e450,0,0,0,1244646738,4,0,0.0,4,1,1,1,0,0,54738.0,2862,673.0,46764
29,bf660bb97f10df4ccf1a24fa70692cdde4acbd41,0,0,0,1245705498,26,28,1.2884926890861645,54,5,2,1,31,12,3988.8,2862,673.0,46764
30,a0c2b2a3809152591d5c5b89fd4b6f1c0a5c9108,0,1,0,1245356530,110,92,2.342689536816336,202,8,3,2,47,42,39868.125,2862,673.0,54842
31,1a23f9934f7e2a4253ed77c6a39c7c657a0c7b87,0,0,0,1245525748,2,2,1.0,4,2,2,1,16,8,44422.5,2862,673.0,46764
32,1a66c1069520fc21984a1fe5399ea3c83b04a532,0,0,0,1245685797,11,20,0.0,31,1,1,1,5,2,70059.0,2862,673.0,46764
33,479c1a40af3ebcf24df4bd177477747347e0ea80,0,0,0,1246037186,22,0,0.0,22,1,1,1,3,4,85179.0,2862,673.0,8078
34,509cbb85de257a9c67311c7dd2fea18ed1b8f096,0,0,0,1245705492,127,97,3.140072107247419,224,15,5,3,67,33,13496.8,2862,673.0,55639
35,01adb7a1aa008372423e4549f9e59bba79c560ca,0,1,0,1245155910,483,0,0.47357292491745184,483,2,2,2,0,0,45510.0,2862,673.0,46883
36,15955bf03e352e464b8d23c3bc763d2b93643335,0,0,0,1245356249,7,8,1.6644977792004616,15,4,1,1,17,13,44850.75,2862,673.0,46764
37,b6645156bc659a12336ee2dac4a164617843b563,0,0,0,1245681499,15,15,0.8366407419411673,30,2,1,1,1,1,59912.5,2862,673.0,46764
38,a2f9b401830fa2edddc3ffaaadeb6c4433a33f9a,0,0,0,1245779273,23,30,0.9274479232123118,53,4,3,2,41,30,36901.0,2862,673.0,54842
39,7762e06571fc3ab1164c5e45d61e4cd03648a96c,0,0,0,1247248125,16,16,0.0,32,1,1,1,54,30,68377.0,2862,673.0,46764
40,5cdc75d7603d1051c9d78d6ee11dd9cd44056f44,0,1,0,1245871496,90,99,1.3794849414579557,189,7,3,2,69,41,37441.42857142857,2862,673.0,47561
41,d9e69b4024a155ccc138856ce3c47a16d69e7fdb,0,1,0,1245356538,106,271,1.4294825636839754,377,5,2,1,21,15,18271.4,2862,673.0,46764
42,f9a1343d92237e6a9553a4fd96db0208b6789126,0,1,0,1245779298,138,137,2.634965691201356,275,14,6,2,59,33,28538.5,2862,673.0,54842
43,38f6446d08a6a93ab17a4243cebe185891a0c595,0,0,0,1245681987,48,48,0.3946835562454195,96,3,3,2,15,14,71467.66666666667,2862,673.0,49312
44,3673e2818603a1c77ae22f8e2180fc42415f5151,0,0,0,1245705466,267,360,1.93420842457414,627,16,6,3,83,46,15060.3125,2862,673.0,56712
45,cc373761dc025711eeb7c35bc64fe0881654d255,0,0,0,1245705478,97,87,2.6147141652758314,184,10,5,1,48,50,9360.8,2862,673.0,46764
46,4283f0d879ed551859650f94d6eb0009daaa5361,0,0,0,1245957239,7,3,0.0,10,1,1,1,19,2,5141.0,2862,673.0,46764
47,064a59cdb00361c6b92ce098922b87357cae7736,0,0,0,1245871521,9,32,0.0,41,2,1,1,43,30,42182.5,2862,673.0,46764
48,d48d8fcbf781e8745b81d5f0ccb8e1b10976c560,0,0,0,1245779265,3,356,0.9182958340544896,359,7,4,2,65,41,73777.28571428571,2862,673.0,47561
49,9aeef94db8309764fa241b92c8ee92380e39cafa,0,1,0,1245705479,429,358,3.9069555226433152,787,30,8,2,79,44,5726.2,2862,673.0,54842
50,2f322a8bd0a716b6010594ba4bb7cba9019a6ebc,0,0,0,1245779288,101,179,1.9633778608799366,280,10,5,2,65,33,36917.3,2862,673.0,54842
51,963a1b3bfdeedeea8f93bc0ab682195119d08b72,0,0,0,1245964065,93,15,0.49241092131589836,108,3,3,2,12,6,10910.666666666666,2862,673.0,54842
52,5ccebd43c920619928d7e890d7593247e9f77ef9,0,0,0,1245705482,4,135,0.0,139,2,2,1,26,31,3.0,2862,673.0,46764
53,2493c9a5651a72aa4c36ff0f080ee3f6c6978dc8,0,0,0,1245779298,107,133,1.1502741600252375,240,8,4,2,53,31,20.75,2862,673.0,54842
54,68564e154913fb7e5ed74685748544641bf65513,0,0,0,1246036950,3,4,1.584962500721156,7,3,1,1,5,13,69218.33333333333,2862,673.0,46764
55,4e7f8deac0b4cfdbb24b6b8a304ca5bd289454fe,0,0,0,1245957247,37,33,1.8655945977129629,70,6,4,2,59,31,17721.666666666668,2862,673.0,54842
56,a89e7825565829504e4e5a7b24136e4fce6caafc,0,0,0,1245779824,35,16,1.5120441902556014,51,4,2,1,4,3,60077.25,2862,673.0,46764
57,682736ee5ebf33ed344abd1c6e04dc408a07bfe6,0,1,0,1245871504,12,2153,1.9508257945180885,2165,6,3,2,84,45,13279.666666666666,2862,673.0,48634
58,83b203e61e722c16ad5001294c82063f708a5f92,0,1,0,1246313269,70,33,1.236245172744376,103,3,2,2,14,9,27551.333333333332,2862,673.0,54842
59,f55dd06ec5388a1fbec990ed283c1cf3c474f090,0,0,0,1246037196,31,174,1.5323188899154077,205,10,2,2,50,32,47187.5,2862,673.0,54842
60,b516ce8176c4ff90f4f1696aba9315941b67f0d0,0,0,0,1245871517,57,101,1.5934991410769734,158,7,3,2,63,46,46287.28571428572,2862,673.0,48634
61,b9da215e06303540824bb86fdd7c1f3e8295fce3,0,1,0,1246036960,129,4,1.7576179944248216,133,5,3,2,4,7,50050.0,2862,673.0,54842
62,81dd8ee5f6e224c550bdf956e0bec3ec2c92cbee,0,0,0,1245871533,60,244,0.6805608607443593,304,8,7,4,67,50,13618.5,2862,673.0,57509
63,3a7a33ce0f9046e386dada63f28e2b5e091760dd,0,0,0,1245965220,1,0,0.0,1,1,1,1,2,1,20981.0,2862,673.0,46764
64,af82ca7ae16751641c051ef0ed7f76d01024d76e,0,0,0,1246055862,232,28,1.0157851063959176,260,4,4,2,20,18,4269.0,2862,673.0,49312
65,0077af40fd1294cc226d18bb4ad07bfd99b90158,0,0,0,1246065769,232,125,4.65972954848898,357,38,12,1,90,50,19814.92105263158,2862,673.0,46764
66,fe2bd0103f825c173c9010f379c7d32021f8a64d,0,0,0,1246037902,3,7,0.0,10,2,1,1,5,8,942.0,2862,673.0,46764
67,ef203cf00070fd719f87db9dd2384b8bc116ebd6,0,0,0,1246686349,10,6,0.9709505944546686,16,2,2,1,12,13,25687.0,2862,673.0,2548
68,8c04ffd52a43358a8eb56a68fa7aeae0bfa94577,0,0,0,1247093348,11,0,0.9940302114769565,11,2,1,1,53,30,30283.0,281,45.0,602
69,f2cab86892103a8a20b674592c654329ac009513,0,0,0,1246313261,44,56,0.5107878229540133,100,2,1,1,12,2,42218.0,2862,673.0,46764
70,d6c0b0f2596de169186d3584474d8d5a34c3c9de,0,1,0,1246910285,728,708,2.0306045485678847,1436,21,5,2,84,33,22128.428571428572,2862,673.0,54842
71,0172497ad24e4b31ce4e70fee8bc69def99a9fe6,0,1,0,1246686909,63,55,3.025652891507174,118,17,10,2,76,42,28930.823529411766,2862,673.0,54842
72,cdd8b170628176924c21db1cb6dcbecf4c7f2148,0,0,0,1246902616,231,68,1.7311281595178203,299,12,8,3,77,32,59620.0,2862,673.0,57390
73,26aefa2f4a04083c42f5338eda24a5bb09ab04ed,0,0,0,1246910264,4,17,0.8112781244591328,21,2,2,1,51,30,37271.5,2862,673.0,46764
74,e324ef90519ffe2b9068ad852c8115ff8a7a1075,0,0,0,1246910872,14,5,1.4488156357251847,19,3,3,3,32,31,27779.333333333332,2862,673.0,55639
75,b54de30a0226daafaa6ecf0257371e6e8c2a0742,0,1,0,1246910293,64,35,2.467242873086875,99,10,5,3,89,41,11.0,2862,673.0,55639
76,013d59fc00d7d241abdf5bc0448ce55425c5f112,0,0,0,1246910270,237,1,0.8142851897214033,238,5,5,3,46,31,39248.8,2862,673.0,47977
77,dd4f4be2b426361b1c50b784f8e3c6557e765497,0,0,0,1247248158,125,750,3.92165592330785,875,24,5,3,117,41,24693.041666666668,2862,673.0,56712
78,4e3a4404c9e19d41db4de4f6c4bf85404e514c7f,0,0,0,1247057783,89,89,4.957388667515741,178,41,11,1,98,48,54081.365853658535,2862,673.0,46764
79,4d1395e0fa7e96c2540bd2aff00dadaa68b57c34,0,1,0,1247248129,167,56,1.3635855777155896,223,4,1,1,70,30,35131.5,2862,673.0,46764
80,03f6f244a3354e7be895323d0d6825c4be8af253,0,0,0,1245346204,19,1,0.2974722489192897,20,2,2,2,11,4,70865.5,2862,673.0,50556
81,0e4135933ad8b6628057aa30c3c294e8573b8653,0,0,0,1247156319,4,0,0.0,4,1,1,1,3,27,6854.0,281,45.0,602
82,aaa6eee87d491ac9632bd822e4a49a54caf9115d,0,0,0,1247063065,133,4,1.2789785838065346,137,4,2,1,68,38,32398.5,281,45.0,602
83,6342512a34bb21f8f197a2e3002915a8923a9e05,0,0,0,1245965193,323,1740,1.8329893406446014,2063,20,10,5,72,86,25343.3,2862,673.0,63052
84,261340a3425343c02970082ab6a5248a0d1d84c3,0,0,0,1246055352,7,2911,1.8423709931771088,2918,6,5,3,57,90,30431.0,2862,673.0,52426
85,f5a787af7298e107ea452fe3b188a3da24fb943c,0,0,0,1247248121,0,89,0.0,89,3,3,3,39,29,7675.0,2862,673.0,56712
86,23fa1bc0bd52c3167dbaaea40a94f16f9a823c73,0,0,0,1246981246,581,1563,1.0702501430673097,2144,15,10,5,105,86,73998.53333333334,2862,673.0,63052
87,bad8fb5fae2a9e95b4e8811af05f2078ce9a1dc4,0,0,0,1247859922,33,2,1.580982641705794,35,3,3,2,37,33,55295.333333333336,281,45.0,612
88,9c5274b4cd0448af42cb3da8dc6d9a4422355a06,0,0,0,1247608003,7,5,0.863120568566631,12,2,1,1,4,2,55111.5,2862,673.0,46764
89,2b18bade5551637b967264b500d28e675bcfb293,0,0,0,1246996657,144,210,1.916879119714674,354,11,7,4,55,85,29317.636363636364,2862,673.0,61182
90,7b6fb2b36c0f2af56cc0d79dd9645b2328fce9fe,0,0,0,1247248146,146,145,1.861217221763898,291,6,3,2,84,31,45188.833333333336,2862,673.0,48634
91,0b1aeda97cf9810bef35a68e976bdff6794c44ca,0,0,0,1247695497,55,58,1.378692459585911,113,5,5,3,29,18,12.4,2862,673.0,57390
92,438f387705a82ec4d1a3017d74ab38a132ce5476,0,0,0,1248145302,36,26,0.49034150314150793,62,3,2,2,21,7,7027.333333333333,2862,673.0,47561
93,4b4459c0d1aef5d22477755c2d20083fc3c51012,0,0,0,1247515504,0,243,0.0,243,6,6,5,76,50,60811.166666666664,2862,673.0,57925
94,f04b9d3ed4472eb788cb795829aa3a1363d05253,0,0,0,1247780459,0,1572,0.0,1572,4,4,2,90,50,28033.75,281,45.0,703
95,7435fc82c05089741cd03df3679128c8fc073fe9,0,1,0,1248140147,72,56,2.901167889978197,128,11,4,2,27,16,17906.636363636364,2862,673.0,54842
96,ff764ff22b488206bf102a0155e55de85efd8aa9,0,0,0,1247704733,92,260,3.1712812896770988,352,15,10,3,94,34,8785.533333333333,2862,673.0,57390
97,85ba194e7cfd24ba81baa68ab7d7ea901f17084a,0,0,0,1247695491,111,108,0.8001721692156867,219,3,2,2,26,4,2550.0,2862,673.0,54842
98,38d81587acfff4e97e632967ff86e05c3e6d6492,0,1,0,1248715737,219,25,2.6648995342843653,244,7,5,1,103,54,57083.142857142855,2862,673.0,46764
99,32d964ff54cf1c2947ccb00f4cc6c1fcda3510e0,0,0,0,1248189719,4,3,1.0,7,2,2,2,0,0,55319.0,281,45.0,611
100,f2da00fb0f2c92351b136ac13082b278c534c6ab,0,1,0,1247695483,4152,3835,3.371611114229348,7987,59,12,5,129,88,32502.694915254237,2862,673.0,63052
101,8d4b161f09445357a0ce5ea8b874ec31032b9bbe,0,0,0,1248371846,1,0,0.0,1,1,1,1,14,2,43337.0,2862,673.0,46764
102,840a64dcb9cefe927c681424e12284a1ef40452e,0,1,0,1247771406,131,84,2.6164654457429495,215,9,7,2,100,49,60920.88888888889,2862,673.0,54842
103,e425474af2e08dd4a54db2316cb6758f972fa778,0,0,0,1248145100,217,16,2.0691058641166236,233,15,8,2,96,35,5736.6,2862,673.0,54842
104,878991bb32c5dc5c9d3b50bb993a90c7adb07401,0,0,0,1248214114,0,1,0.0,1,1,1,1,4,18,73902.0,2862,673.0,46764
105,985d96a52ca9abe2a5e7522435aa488bb1f9505a,0,0,0,1248145295,7,8,2.5216406363433186,15,6,3,1,82,42,2639.0,2862,673.0,46764
106,d76bbca3e2f3572ad83daa8de3db40560148de9e,0,0,0,1248731087,349,242,1.6200667182826385,591,7,5,3,42,28,46474.42857142857,2862,673.0,57390
107,058eef0806ce7f60d3910c7d2c8761fc9dc96132,0,0,0,1248297215,50,4,0.9953784388202258,54,2,2,2,31,4,65715.0,2862,673.0,54842
108,986cee6806c5798c1c826d965ecadad0cfc70cc7,0,1,0,1248140212,1333,1249,5.655500619041683,2582,82,18,5,154,52,13683.134146341463,2862,673.0,60057
109,cf01ea1c49f1168292cca9faa860617ab973334e,0,0,0,1248379917,6,6,0.6500224216483541,12,2,2,1,50,32,72262.0,2862,673.0,46764
110,4c2d91c213c00ec9b3c3ab4caf83507883b093bd,0,0,0,1249165855,15,42,0.8366407419411673,57,2,2,1,21,2,10.5,2862,673.0,46764
